Fall,Major,Total,Male,Female
1998,Natural Resrcs & Environ Sci,98,60,38
1998,Nutritional Sciences,44,14,30
1998,ORN HORT,39,17,22
1998,PLANT PATH,12,10,2
1998,Physics,275,255,20
1998,REST MGMT,13,7,6
1998,"Recreation, Sport, and Tourism ",80,54,26
1998,Secondary Education,17,4,13
1998,Spanish,55,21,34
1998,Speech & Hearing Science,205,5,200
1998,Statistics,15,5,10
1998,Teaching of Biological Science,7,0,7
1998,Teaching of Chemistry,7,4,3
1998,Teaching of Earth Science,3,2,1
1998,Teaching of English Sec Lang,64,15,49
1998,Teaching of French,3,2,1
1998,Teaching of German,4,1,3
1998,Teaching of Latin,3,2,1
1998,Teaching of Mathematics,8,3,5
1998,Teaching of Physics,2,2,0
1999,Agr & Consumer Economics,318,205,113
1999,Agr & Environmental Cmc & Educ,127,45,82
1999,Agr Engineering & Agr Science,59,51,8
1999,Agricultural & Applied Econ,54,40,14
1999,Agricultural Communications,7,2,5
1999,Agricultural Engineering,2,1,1
1999,Agricultural Sciences,2,1,1
1999,Agronomy,24,15,9
1999,Animal Sciences,594,193,401
1999,CFTM-CNSMR&TXTL,84,13,71
1999,CFTM-MKT&PRICE,30,24,6
1999,Crop Sciences,153,111,42
1999,DIETETICS,1,0,1
1999,Food Science & Human Nutrition,357,97,260
1999,Forestry,32,20,12
1999,H DVL-FAM,28,3,25
1999,HDFS,2,0,2
1999,HDFS-CH&AD DEV,113,3,110
1999,HDFS-FS,58,9,49
1999,HORT -- P&M,89,38,51
1999,HORT--HORT SCI,6,4,2
1999,HU DEV&FAM,7,2,5
1999,Horticulture,11,8,3
1999,Human & Community Development,20,2,18
1999,IRCE-CONS EC&F,77,47,30
1999,IRCE-E&NR MGMT,4,3,1
1999,IRCE-INDCURRIC,6,6,0
1999,"IRCE-POL,TRD,DV",26,13,13
1999,Mechanical Agriculture,1,1,0
1999,NRES - SOILS,3,1,2
1999,NRES-BIOL SCI,137,64,73
1999,NRES-SOC SCI,49,24,25
1999,Natural Res & Env Sciences,3,2,1
1999,Natural Resrcs & Environ Sci,112,69,43
1999,Nutritional Sciences,39,13,26
1999,ORN HORT,15,8,7
1999,PLANT PATH,11,9,2
1999,Physics,285,261,24
1999,REST MGMT,5,2,3
1999,"Recreation, Sport, and Tourism ",93,61,32
1999,Secondary Education,1,1,0
1999,Spanish,49,24,25
1999,Speech & Hearing Science,202,4,198
1999,Statistics,20,8,12
1999,Teaching of Biological Science,4,0,4
1999,Teaching of Chemistry,2,1,1
1999,Teaching of Earth Science,2,2,0
1999,Teaching of English Sec Lang,83,23,60
1999,Teaching of French,3,0,3
1999,Teaching of German,3,1,2
1999,Teaching of Latin,1,0,1
1999,Teaching of Mathematics,4,1,3
1999,Teaching of Physics,1,1,0
2000,Agr & Consumer Economics,316,212,104
2000,Agr & Environmental Cmc & Educ,125,41,84
2000,Agr Engineering & Agr Science,49,43,6
2000,Agricultural & Applied Econ,24,15,9
2000,Agronomy,9,5,4
2000,Animal Sciences,580,171,409
2000,CFTM-CNSMR&TXTL,110,12,98
2000,CFTM-MKT&PRICE,27,17,10
2000,Crop Sciences,156,109,47
2000,Food Science & Human Nutrition,370,96,274
2000,Forestry,29,24,5
2000,H DVL-FAM,1,0,1
2000,HDFS-CH&AD DEV,147,4,143
2000,HDFS-FS,61,4,57
2000,HORT -- P&M,102,45,57
2000,HORT--HORT SCI,10,5,5
2000,HU DEV&FAM,5,1,4
2000,Horticulture,7,4,3
2000,Human & Community Development,23,6,17
2000,INTRSRCCNSECON,1,0,1
2000,IRCE-CONS EC&F,76,51,25
2000,IRCE-E&NR MGMT,8,4,4
2000,IRCE-INDCURRIC,8,7,1
2000,"IRCE-POL,TRD,DV",42,20,22
2000,NRES - SOILS,3,1,2
2000,NRES-BIOL SCI,128,64,64
2000,NRES-ENV S W,8,6,2
2000,NRES-F & W CONS,8,8,0
2000,NRES-SOC SCI,64,24,40
2000,Natural Resrcs & Environ Sci,108,65,43
2000,Nondegree,2,0,2
2000,Nutritional Sciences,35,13,22
2000,ORN HORT,1,0,1
2000,PLANT PATH,5,4,1
2000,Physics,302,269,33
2000,REST MGMT,1,0,1
2000,"Recreation, Sport, and Tourism ",104,76,28
2000,Spanish,49,23,26
2000,Speech & Hearing Science,217,7,210
2000,Statistics,13,4,9
2000,Teaching of Biological Science,3,0,3
2000,Teaching of Chemistry,4,2,2
2000,Teaching of Earth Science,2,2,0
2000,Teaching of English Sec Lang,81,26,55
2000,Teaching of French,9,0,9
2000,Teaching of German,1,1,0
2000,Teaching of Latin,1,0,1
2000,Teaching of Mathematics,2,1,1
2001,Agr & Consumer Economics,326,223,103
2001,Agr & Environmental Cmc & Educ,133,49,84
2001,Agr Engineering & Agr Science,51,47,4
2001,Agricultural & Applied Econ,6,3,3
2001,Agronomy,3,1,2
2001,Animal Sciences,592,162,430
2001,CFTM-CNSMR&TXTL,116,17,99
2001,CFTM-MKT&PRICE,13,6,7
2001,"CMDTY,FD,TXTL M",15,3,12
2001,Crop Sciences,153,94,59
2001,Food Science & Human Nutrition,362,93,269
2001,Forestry,25,22,3
2001,H DVL-FAM,1,0,1
2001,HDFS-CH&AD DEV,140,4,136
2001,HDFS-FS,75,6,69
2001,HORT -- P&M,92,43,49
2001,HORT--HORT SCI,10,5,5
2001,HU DEV&FAM,3,0,3
2001,Horticulture,5,2,3
2001,Human & Community Development,25,4,21
2001,IRCE-CONS EC&F,90,59,31
2001,IRCE-E&NR MGMT,6,2,4
2001,IRCE-INDCURRIC,7,4,3
2001,"IRCE-POL,TRD,DV",36,17,19
2001,NRES-BIOL SCI,104,54,50
2001,NRES-ENV S W,11,7,4
2001,NRES-F & W CONS,26,17,9
2001,NRES-SOC SCI,79,36,43
2001,Natural Resrcs & Environ Sci,133,74,59
2001,Nondegree,17,9,8
2001,Nutritional Sciences,34,10,24
2001,ORN HORT,1,0,1
2001,PLANT PATH,1,0,1
2001,Physics,307,267,40
2001,"Recreation, Sport, and Tourism ",106,81,25
2001,Spanish,53,19,34
2001,Speech & Hearing Science,248,7,241
2001,Statistics,21,7,14
2001,Teaching of Biological Science,2,0,2
2001,Teaching of Chemistry,5,1,4
2001,Teaching of Earth Science,3,3,0
2001,Teaching of English Sec Lang,64,20,44
2001,Teaching of French,10,0,10
2001,Teaching of Latin,1,0,1
2001,Teaching of Mathematics,1,0,1
2002,Agr & Consumer Economics,352,243,109
2002,Agr & Environmental Cmc & Educ,154,52,102
2002,Agr Engineering & Agr Science,43,40,3
2002,Agricultural & Applied Econ,4,2,2
2002,Agricultural Education,2,0,2
2002,Animal Sciences,595,166,429
2002,CFTM-CNSMR&TXTL,53,2,51
2002,CFTM-MKT&PRICE,3,2,1
2002,"CMDTY,FD,TXTL M",79,9,70
2002,Crop Sciences,153,92,61
2002,Food Science & Human Nutrition,376,95,281
2002,Forestry,23,20,3
2002,HDFS-CH&AD DEV,133,5,128
2002,HDFS-FS,69,8,61
2002,HORT -- P&M,65,25,40
2002,HORT--HORT SCI,7,4,3
2002,HU DEV&FAM,2,0,2
2002,Horticulture,3,2,1
2002,Human & Community Development,28,5,23
2002,IRCE-CONS EC&F,89,48,41
2002,IRCE-E&NR MGMT,6,4,2
2002,IRCE-INDCURRIC,10,5,5
2002,"IRCE-POL,TRD,DV",33,22,11
2002,NRES-BIOL SCI,83,48,35
2002,NRES-ENV S W,27,15,12
2002,NRES-F & W CONS,41,28,13
2002,NRES-SOC SCI,65,28,37
2002,Natural Res & Env Sciences,3,2,1
2002,Natural Resrcs & Environ Sci,143,78,65
2002,Nondegree,13,7,6
2002,Nutritional Sciences,35,8,27
2002,Physics,310,268,42
2002,"Recreation, Sport, and Tourism ",166,126,40
2002,Spanish,64,23,41
2002,Speech & Hearing Science,280,13,267
2002,Statistics,27,9,18
2002,Teaching of Biological Science,3,0,3
2002,Teaching of Chemistry,12,3,9
2002,Teaching of English Sec Lang,53,11,42
2002,Teaching of French,4,0,4
2002,Teaching of Latin,3,2,1
2002,Teaching of Mathematics,1,0,1
2002,Teaching of Physics,1,0,1
2003,Agr & Consumer Economics,360,244,116
2003,Agr & Environmental Cmc & Educ,136,46,90
2003,Agr Engineering & Agr Science,40,36,4
2003,Agricultural & Applied Econ,1,1,0
2003,Animal Sciences,571,158,413
2003,CFTM-CNSMR&TXTL,15,1,14
2003,CTM-CNSMR&TXTL,119,10,109
2003,Crop Sciences,145,94,51
2003,Food Science & Human Nutrition,391,109,282
2003,Forestry,14,13,1
2003,HDFS-CH&AD DEV,138,8,130
2003,HDFS-FS,56,5,51
2003,HORT -- P&M,54,30,24
2003,HORT--HORT SCI,5,2,3
2003,Horticulture,5,4,1
2003,Human & Community Development,26,3,23
2003,IRCE-CONS EC&F,87,54,33
2003,IRCE-E&NR MGMT,2,2,0
2003,IRCE-INDCURRIC,9,6,3
2003,"IRCE-POL,TRD,DV",37,21,16
2003,NRES-BIOL SCI,55,33,22
2003,NRES-ENV S W,14,6,8
2003,NRES-F & W CONS,35,22,13
2003,NRES-SOC SCI,39,18,21
2003,Natural Res & Env Sciences,67,42,25
2003,Natural Resrcs & Environ Sci,137,81,56
2003,Nondegree,17,7,10
2003,Nutritional Sciences,44,9,35
2003,Physics,350,298,52
2003,"Recreation, Sport, and Tourism ",153,117,36
2003,Spanish,58,22,36
2003,Speech & Hearing Science,285,15,270
2003,Statistics,27,10,17
2003,Teaching of Biological Science,4,0,4
2003,Teaching of Chemistry,11,3,8
2003,Teaching of English Sec Lang,60,12,48
2003,Teaching of French,5,0,5
2003,Teaching of Latin,5,3,2
2003,Teaching of Mathematics,3,0,3
2003,Teaching of Physics,1,0,1
2004,Agr & Consumer Economics,85,50,35
2004,Agr & Environmental Cmc & Educ,112,37,75
2004,Agr Engineering & Agr Science,45,39,6
2004,"Agribusiness, Farm & Financial ",286,197,87
2004,Agricultural Economics,1,1,0
2004,Agricultural Education,10,0,10
2004,Animal Sciences,594,161,433
2004,Consumer and Textile Marketing,99,3,96
2004,Crop Sciences,154,105,48
2004,Food Science & Human Nutrition,413,95,318
2004,Forestry,5,4,1
2004,Horticulture,74,50,24
2004,Human & Community Development,26,4,22
2004,Human Development & Family St,193,10,183
2004,"Intl, Resource, Consumer Econ ",176,114,62
2004,Natural Res & Env Sciences,115,61,54
2004,Natural Resrcs & Environ Sci,202,114,88
2004,Nondegree,20,6,14
2004,Nutritional Sciences,55,11,44
2005,Agr & Consumer Economics,83,49,34
2005,Agr & Environmental Cmc & Educ,103,30,73
2005,Agr Engineering & Agr Science,37,34,3
2005,"Agribusiness, Farm & Financial ",317,232,83
2005,Agricultural Economics,1,1,0
2005,Agricultural Education,7,1,6
2005,Animal Sciences,598,163,435
2005,Consumer and Textile Marketing,54,2,52
2005,Crop Sciences,149,97,51
2005,Food Science & Human Nutrition,440,109,331
2005,Forestry,1,1,0
2005,Horticulture,72,48,24
2005,Human & Community Development,31,6,25
2005,Human Development & Family St,216,13,202
2005,"Intl, Resource, Consumer Econ ",174,105,69
2005,Natural Res & Env Sciences,94,48,46
2005,Natural Resrcs & Environ Sci,196,122,74
2005,Nondegree,11,5,6
2005,Nutritional Sciences,53,10,43
2006,Agr & Consumer Economics,336,208,128
2006,Agr & Environmental Cmc & Educ,98,24,74
2006,Agr Engineering & Agr Science,42,38,4
2006,"Agribusiness, Farm & Financial ",208,158,49
2006,Agricultural Education,3,2,1
2006,Animal Sciences,617,182,434
2006,Consumer and Textile Marketing,31,1,30
2006,Crop Sciences,153,104,49
2006,Food Science & Human Nutrition,414,106,308
2006,Horticulture,72,47,25
2006,Human & Community Development,28,6,22
2006,Human Development & Family St,222,20,202
2006,"Intl, Resource, Consumer Econ ",116,68,48
2006,Natural Res & Env Sciences,99,47,52
2006,Natural Resrcs & Environ Sci,211,121,90
2006,Nondegree,13,5,8
2006,Nutritional Sciences,61,15,46
2007,Agr & Consumer Economics,570,379,191
2007,Agr & Environmental Cmc & Educ,90,21,69
2007,Agr Engineering & Agr Science,44,38,6
2007,"Agribusiness, Farm & Financial ",100,79,20
2007,Agricultural Education,4,2,2
2007,Animal Sciences,638,187,450
2007,Consumer and Textile Marketing,9,1,8
2007,Crop Sciences,146,96,50
2007,Food Science & Human Nutrition,413,103,310
2007,Horticulture,62,38,24
2007,Human & Community Development,27,5,22
2007,Human Development & Family St,192,14,178
2007,"Intl, Resource, Consumer Econ ",55,30,25
2007,Natural Res & Env Sciences,91,47,44
2007,Natural Resrcs & Environ Sci,197,95,101
2007,Nondegree,13,3,10
2007,Nutritional Sciences,60,16,44
2008,Agr & Consumer Economics,699,463,235
2008,Agr & Environmental Cmc & Educ,73,15,58
2008,Agr Engineering & Agr Science,54,47,7
2008,"Agribusiness, Farm & Financial ",31,26,5
2008,Agricultural Education,1,1,0
2008,Animal Sciences,644,173,470
2008,Bioinformatics,1,1,0
2008,Crop Sciences,142,92,50
2008,Food Science & Human Nutrition,397,93,304
2008,Horticulture,57,36,21
2008,Human & Community Development,28,4,24
2008,Human Development & Family St,211,9,202
2008,"Intl, Resource, Consumer Econ ",20,13,7
2008,Natural Res & Env Sciences,91,50,41
2008,Natural Resrcs & Environ Sci,177,87,89
2008,Nondegree,30,15,15
2008,Nutritional Sciences,61,14,47
2009,Agr & Consumer Economics,646,425,221
2009,Agr & Environmental Cmc & Educ,82,18,64
2009,Agr Engineering & Agr Science,69,60,9
2009,"Agribusiness, Farm & Financial ",4,3,1
2009,Agricultural Education,2,0,2
2009,Agricultural Production,5,2,3
2009,Animal Sciences,620,168,451
2009,Bioenergy,6,6,0
2009,Bioinformatics,3,2,1
2009,Crop Sciences,163,115,48
2009,Food Science & Human Nutrition,443,97,346
2009,Horticulture,51,34,17
2009,Human & Community Development,30,5,25
2009,Human Development & Family St,208,14,192
2009,"Intl, Resource, Consumer Econ ",2,2,0
2009,Natural Res & Env Sciences,88,52,36
2009,Natural Resrcs & Environ Sci,195,99,96
2009,Nondegree,48,22,26
2009,Nutritional Sciences,58,14,44
2010,Agr & Consumer Economics,612,402,210
2010,Agr & Environmental Cmc & Educ,90,26,64
2010,Agr Engineering & Agr Science,41,35,6
2010,Agricultural & Biological Engr,29,24,5
2010,Agricultural Education,6,2,4
2010,Agricultural Production,7,3,4
2010,Animal Sciences,600,153,446
2010,Bioenergy,12,10,2
2010,Bioinformatics,10,9,1
2010,Crop Sciences,194,139,55
2010,Food Science & Human Nutrition,439,96,343
2010,Horticulture,43,29,14
2010,Human & Community Development,33,7,26
2010,Human Development & Family St,213,20,191
2010,Natural Res & Env Sciences,70,42,28
2010,Natural Resrcs & Environ Sci,187,102,85
2010,Nondegree,75,36,39
2010,Nutritional Sciences,57,16,41
2011,Agr & Consumer Economics,601,402,199
2011,Agr & Environmental Cmc & Educ,78,19,59
2011,Agr Engineering & Agr Science,21,18,3
2011,Agricultural & Applied Econ,37,17,20
2011,Agricultural & Biological Engr,38,28,10
2011,Agricultural Education,8,1,7
2011,Agricultural Production,8,4,4
2011,Animal Sciences,560,130,429
2011,Bioenergy,12,10,2
2011,Bioinformatics,10,8,2
2011,Crop Sciences,198,147,51
2011,Food Science & Human Nutrition,493,107,386
2011,Horticulture,33,21,12
2011,Human & Community Development,28,7,21
2011,Human Development & Family St,218,16,202
2011,Natural Res & Env Sciences,78,45,33
2011,Natural Resrcs & Environ Sci,235,122,113
2011,Nondegree,87,51,36
2011,Nutritional Sciences,49,14,35
2011,Plant Pathology,1,0,1
2012,Agr & Consumer Economics,644,426,218
2012,Agr & Environmental Cmc & Educ,19,4,15
2012,Agr Engineering & Agr Science,4,3,1
2012,Agric Leadership & Sci Educ,43,22,21
2012,Agricultural & Applied Econ,54,25,29
2012,Agricultural & Biological Engr,75,56,19
2012,Agricultural Education,5,1,4
2012,Agricultural Production,9,5,4
2012,Animal Sciences,587,143,444
2012,Bioenergy,9,7,2
2012,Bioinformatics,7,3,4
2012,Crop Sciences,228,164,64
2012,Food Science & Human Nutrition,518,121,397
2012,Horticulture,34,21,13
2012,Human & Community Development,25,5,20
2012,Human Development & Family St,225,20,205
2012,Natural Res & Env Sciences,80,53,27
2012,Natural Resrcs & Environ Sci,241,126,115
2012,Nondegree,124,74,50
2012,Nutritional Sciences,38,11,27
2013,Agr & Consumer Economics,694,464,230
2013,Agr & Environmental Cmc & Educ,11,2,9
2013,Agric Leadership & Sci Educ,58,24,34
2013,Agricultural & Applied Econ,57,32,25
2013,Agricultural & Biological Engr,89,59,30
2013,Agricultural Education,8,1,7
2013,Agricultural Production,6,2,4
2013,Animal Sciences,627,138,489
2013,Bioenergy,10,7,3
2013,Bioinformatics,4,1,3
2013,Crop Sciences,246,163,83
2013,Food Science & Human Nutrition,529,123,406
2013,Horticulture,25,10,15
2013,Human & Community Development,22,7,15
2013,Human Development & Family St,228,23,205
2013,Natural Res & Env Sciences,79,55,24
2013,Natural Resrcs & Environ Sci,239,128,111
2013,Nondegree,119,73,46
2013,Nutritional Sciences,42,14,28
2014,Agr & Consumer Economics,685,457,228
2014,Agr & Environmental Cmc & Educ,3,0,3
2014,Agr Engineering & Agr Science,1,1,0
2014,Agric Leadership & Sci Educ,55,22,33
2014,Agricultural & Applied Econ,67,37,30
2014,Agricultural & Biological Engr,100,68,32
2014,Agricultural Education,8,2,6
2014,Agricultural Production,7,2,5
2014,Animal Sciences,632,134,498
2014,Bioenergy,17,15,2
2014,Bioinformatics,3,2,1
2014,Crop Sciences,262,160,102
2014,Food Science & Human Nutrition,517,132,385
2014,Horticulture,31,8,23
2014,Human & Community Development,26,6,20
2014,Human Development & Family St,187,14,173
2014,Natural Res & Env Sciences,84,55,29
2014,Natural Resrcs & Environ Sci,232,115,117
2014,Nondegree,136,76,60
2014,Nutritional Sciences,43,12,31
2015,Agr & Consumer Economics,670,445,225
2015,Agr Engineering & Agr Science,1,1,0
2015,Agric Leadership & Sci Educ,55,21,34
2015,Agricultural & Applied Econ,83,47,36
2015,Agricultural & Biological Engr,98,64,34
2015,Agricultural Education,10,4,6
2015,Agricultural Production,8,2,6
2015,Agriculture,1,1,0
2015,Animal Sciences,620,123,497
2015,Bioenergy,19,12,7
2015,Bioinformatics,2,1,1
2015,Crop Sciences,264,152,112
2015,Food Science & Human Nutrition,493,119,374
2015,Horticulture,24,6,18
2015,Human & Community Development,32,5,27
2015,Human Development & Family St,198,24,174
2015,Natural Res & Env Sciences,83,46,37
2015,Natural Resrcs & Environ Sci,235,124,111
2015,Nondegree,119,68,51
2015,Nutritional Sciences,45,13,32
2016,Agr & Consumer Economics,675,464,211
2016,Agric Leadership & Sci Educ,76,25,51
2016,Agricultural & Applied Econ,82,49,33
2016,Agricultural & Biological Engr,101,65,36
2016,Agricultural Education,13,5,8
2016,Agricultural Production,16,3,13
2016,Animal Sciences,601,107,494
2016,Bioenergy,11,6,5
2016,Bioinformatics,4,3,1
2016,Crop Sciences,255,151,104
2016,Food Science & Human Nutrition,469,102,367
2016,Horticulture,8,2,6
2016,Human & Community Development,7,2,5
2016,Human Development & Family St,191,17,174
2016,Human Dvlpmt & Family Studies,25,3,22
2016,Natural Res & Env Sciences,79,38,41
2016,Natural Resrcs & Environ Sci,226,105,121
2016,Nondegree,115,62,53
2016,Nutritional Sciences,52,11,41
2017,Agr & Consumer Economics,642,440,202
2017,Agric Leadership & Sci Educ,74,26,48
2017,Agricultural & Applied Econ,79,47,32
2017,Agricultural & Biological Engr,77,51,26
2017,Agricultural Communications,26,8,18
2017,Agricultural Education,34,8,26
2017,Agricultural Production,14,2,12
2017,Animal Sciences,585,99,485
2017,Bioenergy,2,2,0
2017,Bioinformatics,3,3,0
2017,Bioprocessing and Bioenergy,4,3,1
2017,Crop Sciences,249,146,103
2017,Food Science & Human Nutrition,536,135,401
2017,Horticulture,3,1,2
2017,Human & Community Development,1,0,1
2017,Human Development & Family St,224,19,204
2017,Human Dvlpmt & Family Studies,24,2,22
2017,Natural Res & Env Sciences,120,55,65
2017,Natural Resrcs & Environ Sci,228,98,130
2017,Nondegree,96,49,47
2017,Nutritional Sciences,49,12,37
2018,Agr & Consumer Economics,647,452,195
2018,Agric Leadership & Sci Educ,55,17,38
2018,Agricultural & Applied Econ,86,48,38
2018,Agricultural & Biological Engr,84,47,37
2018,Agricultural Communications,38,11,27
2018,Agricultural Education,32,10,22
2018,Agricultural Production,6,1,5
2018,Animal Sciences,626,128,496
2018,Bioinformatics,4,3,1
2018,Bioprocessing and Bioenergy,10,6,4
2018,Computer Science&Crop Sciences,4,4,0
2018,Crop Sciences,238,136,102
2018,Food Science & Human Nutrition,480,130,350
2018,Horticulture,3,1,2
2018,Human & Community Development,1,0,1
2018,Human Development & Family St,253,22,230
2018,Human Dvlpmt & Family Studies,24,1,23
2018,Natural Res & Env Sciences,118,58,60
2018,Natural Resrcs & Environ Sci,241,98,143
2018,Nondegree,81,40,41
2018,Nutritional Sciences,41,10,31
